Timestamp,daily_counts,rolling_7d_mean,rolling_30d_mean,trend,seasonal,anomalies_zscore,anomalies_iqr
2009-03-21,0,0.8571428571428571,0.7,1.0684271322359344,-0.09777227654359727,False,False
2009-03-22,0,0.7142857142857143,0.5666666666666667,1.3392498086798674,-1.0257811648793942,False,False
2009-03-23,2,0.8571428571428571,0.6,1.7223770505604368,0.2909709806474969,False,False
2009-03-24,3,1.0,0.7,2.1424666618101402,0.2102107117016358,False,False
2009-03-25,0,0.8571428571428571,0.7,2.5389488872407306,-1.3862157470501666,False,False
2009-03-26,2,1.0,0.7666666666666667,2.837212171017988,-0.0738592676262215,False,False
2009-03-27,11,2.5714285714285716,1.0666666666666667,2.9754935162631493,1.6947749133235703,False,True
2009-03-28,3,3.0,1.1333333333333333,2.9419801457606516,0.8224653152122646,False,False
2009-03-29,1,3.142857142857143,1.1333333333333333,2.736102575231651,-1.1012749280840588,False,False
2009-03-30,3,3.2857142857142856,1.2,2.4312109882268023,0.27781363434125267,False,False
2009-03-31,2,3.142857142857143,1.2666666666666666,2.080167205872317,-0.592417327859082,False,False
2009-04-01,0,3.142857142857143,1.2666666666666666,1.7444946435367963,-1.832494586345789,False,False
2009-04-02,0,2.857142857142857,1.2666666666666666,1.5043640226517478,0.5453544721636067,False,False
2009-04-03,0,1.2857142857142858,1.2666666666666666,1.4578320565769016,1.359745606081039,False,False
2009-04-04,5,1.5714285714285714,1.4333333333333333,1.5931257104177774,1.8126801923168088,False,False
2009-04-05,0,1.4285714285714286,1.3666666666666667,1.867570786206017,-0.6841991516049389,False,False
2009-04-06,3,1.4285714285714286,1.4333333333333333,2.246558539959119,-0.024340701744039534,False,False
2009-04-07,0,1.1428571428571428,1.4333333333333333,2.669110358720347,-1.0847261859340318,False,False
2009-04-08,1,1.2857142857142858,1.4666666666666666,3.0058926199590186,-1.89685776342302,False,False
2009-04-09,8,2.4285714285714284,1.7333333333333334,3.1675121892654077,0.6786539381102642,False,True
2009-04-10,3,2.857142857142857,1.8333333333333333,3.1687874122057047,-0.11912706711740093,False,False
2009-04-11,6,3.0,2.0,3.0587619759086695,2.568283838297391,False,True
2009-04-12,5,3.7142857142857144,2.1333333333333333,2.8338787694096776,0.5962990203412558,False,False
2009-04-13,1,3.4285714285714284,2.1666666666666665,2.478540785448254,-0.5781819309794312,False,False
2009-04-14,0,3.4285714285714284,2.1333333333333333,1.9912264488305447,-1.2945326400957688,False,False
2009-04-15,0,3.2857142857142856,2.1,1.5347698790741524,-1.1862665177986218,False,False
2009-04-16,1,2.2857142857142856,2.066666666666667,1.2470895941865512,0.1699866649464241,False,False
2009-04-17,0,1.8571428571428572,2.033333333333333,1.0811848610522394,-1.4827198593116144,False,False
2009-04-18,3,1.4285714285714286,2.1,1.0364357487744134,2.906398839355587,False,False
2009-04-19,0,0.7142857142857143,2.1,1.1225654970468462,1.9535719767006272,False,False
2009-04-20,1,0.7142857142857143,2.1333333333333333,1.3628997055712686,-1.4285059970122536,False,False
2009-04-21,3,1.1428571428571428,2.2333333333333334,1.8510257571057078,-0.5713754005140925,False,False
2009-04-22,0,1.1428571428571428,2.1666666666666665,2.4527105429613347,0.11583843916121894,False,False
2009-04-23,1,1.1428571428571428,2.1,2.9965712040525507,-1.3187373035471885,False,False
2009-04-24,1,1.2857142857142858,2.1333333333333333,3.4919196635102177,-2.0541128722073054,False,False
2009-04-25,7,1.8571428571428572,2.3,3.8857693001719396,3.1091176743161983,False,True
2009-04-26,13,3.7142857142857144,2.3666666666666667,4.176614672751895,1.2310009336646799,True,True
2009-04-27,1,3.7142857142857144,2.3,4.431069870273519,-1.8194413839042702,False,False
2009-04-28,1,3.4285714285714284,2.3,4.549362581698215,1.1354417597715993,False,False
2009-04-29,10,4.857142857142857,2.533333333333333,4.517676431459857,0.943290589110401,False,True
2009-04-30,1,4.857142857142857,2.5,4.49088215508454,-2.2002173689381777,False,False
2009-05-01,1,4.857142857142857,2.533333333333333,4.472961828199792,-2.185482540033653,False,False
2009-05-02,9,5.142857142857143,2.8333333333333335,4.469492450325978,3.4392804098805425,False,True
